season,O3_target_rmse,O3_target_mae,O3_target_bias,NO2_target_rmse,NO2_target_mae,NO2_target_bias
DJF,4.747211278183159,2.5486954569651163,0.10244075705604198,9.556704136116231,5.332744224340009,-0.4025180647523769
MAM,9.552392514517294,5.415190850804317,-0.09729173256626887,9.790545212871331,5.852187165290539,0.004717509383085912
JJA,8.563177781009378,4.276226680474293,0.3555394511209831,4.207288007498095,2.491035529226843,0.1369119034021423
SON,11.10961807132394,4.9835118269608065,-0.18961120885455068,7.199835798562017,3.970961874560304,-0.3224147108928398
